og_coord,Path
"(2703.0, 2835.0)","[(2703, 2835), (2696.0, 3408.0), (2712.0, 3424.0), (2728.0, 3584.0), (2752.0, 3592.0), (2744.0, 3680.0), (2728.0, 3696.0), (2712.0, 3728.0), (2688.0, 3736.0), (2672.0, 3752.0), (2640.0, 3768.0), (2624.0, 3784.0), (2608.0, 3800.0), (2576.0, 3816.0), (2568.0, 3840.0), (2552.0, 3856.0), (2544, 3872)]"
"(2137.0, 1498.0)","[(2137, 1498), (2120.0, 1616.0), (2104.0, 1632.0), (2088.0, 1664.0), (2072.0, 1696.0), (2072.0, 1888.0), (2088.0, 1904.0), (2104.0, 1920.0), (2120.0, 1936.0), (2136.0, 1952.0), (2176.0, 1960.0), (2184.0, 2000.0), (2200.0, 2016.0), (2208, 2032)]"
"(2256.0, 1377.0)","[(2256, 1377), (2248.0, 1504.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(2151.0, 1575.0)","[(2151, 1575), (2152.0, 1616.0), (2168.0, 1632.0), (2184.0, 2000.0), (2200.0, 2016.0), (2208, 2032)]"
"(2022.0, 1743.0)","[(2022, 1743), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(1953.0, 1599.0)","[(1953, 1599), (1960.0, 2032.0), (1976.0, 2048.0), (1992.0, 2064.0), (2008.0, 2080.0), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2093.0, 1036.0)","[(2093, 1036), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2010.0, 1690.0)","[(2010, 1690), (2008.0, 2080.0), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2157.0, 1035.0)","[(2157, 1035), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2154.0, 1564.0)","[(2154, 1564), (2152.0, 1600.0), (2168.0, 1616.0), (2184.0, 2000.0), (2200.0, 2016.0), (2208, 2032)]"
"(1905.0, 1707.0)","[(1905, 1707), (1912.0, 1984.0), (1928.0, 2000.0), (1944.0, 2016.0), (1960.0, 2032.0), (1976.0, 2048.0), (1992.0, 2064.0), (2008.0, 2080.0), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2077.0, 1169.0)","[(2077, 1169), (1856.0, 1160.0), (1280.0, 1144.0), (1264.0, 1128.0), (1248.0, 1112.0), (1232.0, 1096.0), (1216.0, 1080.0), (1200.0, 1064.0), (1184.0, 1048.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2081.0, 1641.0)","[(2081, 1641), (2088.0, 1696.0), (2112.0, 1704.0), (2128.0, 1720.0), (2144.0, 1736.0), (2160.0, 1752.0), (2176.0, 1768.0), (2184.0, 2000.0), (2200.0, 2016.0), (2208, 2032)]"
"(1938.0, 1427.0)","[(1938, 1427), (1944.0, 2016.0), (1960.0, 2032.0), (1976.0, 2048.0), (1992.0, 2064.0), (2008.0, 2080.0), (2024.0, 2096.0), (2040.0, 2112.0), (2048, 2128)]"
"(2400.0, 1209.0)","[(2400, 1209), (2392.0, 1408.0), (2376.0, 1440.0), (2352.0, 1448.0), (2320.0, 1464.0), (2272.0, 1480.0), (2256.0, 1496.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(2051.0, 1861.0)","[(2051, 1861), (2048, 2128)]"
"(2458.0, 1164.0)","[(2458, 1164), (2440.0, 1344.0), (2424.0, 1360.0), (2408.0, 1392.0), (2392.0, 1408.0), (2376.0, 1440.0), (2352.0, 1448.0), (2320.0, 1464.0), (2272.0, 1480.0), (2256.0, 1496.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(1973.0, 1089.0)","[(1973, 1089), (1216.0, 1080.0), (1200.0, 1064.0), (1184.0, 1048.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2131.0, 1621.0)","[(2131, 1621), (2136.0, 1664.0), (2152.0, 1680.0), (2168.0, 1696.0), (2184.0, 2000.0), (2200.0, 2016.0), (2208, 2032)]"
"(2281.0, 1350.0)","[(2281, 1350), (2264.0, 1488.0), (2248.0, 1504.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(2272.0, 1339.0)","[(2272, 1339), (2264.0, 1488.0), (2248.0, 1504.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(2493.0, 1144.0)","[(2493, 1144), (2472.0, 1280.0), (2456.0, 1312.0), (2440.0, 1344.0), (2424.0, 1360.0), (2408.0, 1392.0), (2392.0, 1408.0), (2376.0, 1440.0), (2352.0, 1448.0), (2320.0, 1464.0), (2272.0, 1480.0), (2256.0, 1496.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(2362.0, 1283.0)","[(2362, 1283), (2344.0, 1456.0), (2320.0, 1464.0), (2272.0, 1480.0), (2256.0, 1496.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(2103.0, 1117.0)","[(2103, 1117), (1232.0, 1096.0), (1216.0, 1080.0), (1200.0, 1064.0), (1184.0, 1048.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2360.0, 1346.0)","[(2360, 1346), (2344.0, 1456.0), (2320.0, 1464.0), (2272.0, 1480.0), (2256.0, 1496.0), (2224.0, 1512.0), (2208.0, 1528.0), (2208, 2032)]"
"(2036.0, 1113.0)","[(2036, 1113), (1232.0, 1096.0), (1216.0, 1080.0), (1200.0, 1064.0), (1184.0, 1048.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2176.0, 1061.0)","[(2176, 1061), (1184.0, 1048.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(945.0, 1389.0)","[(945, 1389), (952.0, 1424.0), (1008.0, 1432.0), (1024.0, 1448.0), (1040.0, 1464.0), (1048.0, 1488.0), (1064.0, 1520.0), (1080.0, 1536.0), (1096.0, 1648.0), (1096.0, 1808.0), (1088, 1824)]"
"(966.0, 1331.0)","[(966, 1331), (968.0, 1424.0), (1008.0, 1432.0), (1024.0, 1448.0), (1040.0, 1464.0), (1048.0, 1488.0), (1064.0, 1520.0), (1080.0, 1536.0), (1096.0, 1648.0), (1096.0, 1808.0), (1088, 1824)]"
"(895.0, 1410.0)","[(895, 1410), (928.0, 1416.0), (1008.0, 1432.0), (1024.0, 1448.0), (1040.0, 1464.0), (1048.0, 1488.0), (1064.0, 1520.0), (1080.0, 1536.0), (1096.0, 1648.0), (1096.0, 1808.0), (1088, 1824)]"
"(878.0, 1415.0)","[(878, 1415), (928.0, 1416.0), (1008.0, 1432.0), (1024.0, 1448.0), (1040.0, 1464.0), (1048.0, 1488.0), (1064.0, 1520.0), (1080.0, 1536.0), (1096.0, 1648.0), (1096.0, 1808.0), (1088, 1824)]"
"(774.0, 1072.0)","[(774, 1072), (760.0, 1056.0), (760.0, 1008.0), (776.0, 992.0), (792.0, 976.0), (832.0, 968.0), (848.0, 952.0), (864.0, 936.0), (880.0, 920.0), (896.0, 904.0), (912.0, 888.0), (928.0, 872.0), (944.0, 856.0), (960.0, 840.0), (976, 832)]"
"(2091.0, 919.0)","[(2091, 919), (2016.0, 920.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2071.0, 779.0)","[(2071, 779), (2000.0, 776.0), (2008.0, 864.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2093.0, 758.0)","[(2093, 758), (2016.0, 760.0), (2000.0, 776.0), (2008.0, 864.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2114.0, 805.0)","[(2114, 805), (2016.0, 808.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(2211.0, 713.0)","[(2211, 713), (2160.0, 712.0), (2112.0, 728.0), (2064.0, 744.0), (2016.0, 760.0), (2000.0, 776.0), (2008.0, 864.0), (2008.0, 960.0), (1992.0, 992.0), (1976.0, 1008.0), (1960.0, 1024.0), (1920.0, 1032.0), (1168.0, 1032.0), (1152.0, 1016.0), (1136.0, 1000.0), (1120.0, 984.0), (1104.0, 968.0), (1088.0, 952.0), (1072.0, 936.0), (1056.0, 920.0), (1040.0, 904.0), (1024.0, 888.0), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(1463.0, 882.0)","[(1463, 882), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
"(1362.0, 798.0)","[(1362, 798), (1008.0, 792.0), (992.0, 808.0), (976.0, 824.0), (976, 832)]"
"(1489.0, 881.0)","[(1489, 881), (1008.0, 872.0), (992.0, 856.0), (976.0, 840.0), (976, 832)]"
