og_coord,Path
"(3205.0, 1942.0)","[(3205, 1942), (3192.0, 1968.0), (3168.0, 1976.0), (3152.0, 1992.0), (3136.0, 2008.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3195.0, 1949.0)","[(3195, 1949), (3176.0, 1968.0), (3160.0, 1984.0), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3183.0, 1963.0)","[(3183, 1963), (3160.0, 1984.0), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(3164.0, 1969.0)","[(3164, 1969), (3144.0, 2000.0), (3128.0, 2080.0), (3112.0, 2096.0), (3096.0, 2112.0), (3072.0, 2120.0), (3040.0, 2136.0), (2992.0, 2152.0), (2928.0, 2168.0), (2912.0, 2184.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2640.0, 2084.0)","[(2640, 2084), (2320.0, 2072.0), (2304.0, 2056.0), (2288.0, 2040.0), (2272.0, 2024.0), (2256.0, 2008.0), (2240.0, 1992.0), (2224.0, 1976.0), (2208.0, 1960.0), (2192.0, 1944.0), (2176.0, 1928.0), (2160.0, 1912.0), (2144.0, 1896.0), (2128.0, 1880.0), (2112.0, 1864.0), (2096.0, 1848.0), (2080.0, 1832.0), (2064.0, 1816.0), (2048.0, 1800.0), (2032.0, 1784.0), (2016.0, 1768.0), (2000.0, 1752.0), (1984.0, 1736.0), (1968.0, 1720.0), (1952.0, 1704.0), (1936.0, 1688.0), (1920.0, 1672.0), (1904.0, 1656.0), (1888.0, 1640.0), (1872.0, 1624.0), (1856.0, 1608.0), (1840.0, 1592.0), (1824.0, 1576.0), (1808.0, 1560.0), (1792.0, 1544.0), (1776.0, 1528.0), (1760.0, 1512.0), (1744.0, 1496.0), (1728.0, 1480.0), (1728, 1472)]"
"(2650.0, 2076.0)","[(2650, 2076), (2304.0, 2056.0), (2288.0, 2040.0), (2272.0, 2024.0), (2256.0, 2008.0), (2240.0, 1992.0), (2224.0, 1976.0), (2208.0, 1960.0), (2192.0, 1944.0), (2176.0, 1928.0), (2160.0, 1912.0), (2144.0, 1896.0), (2128.0, 1880.0), (2112.0, 1864.0), (2096.0, 1848.0), (2080.0, 1832.0), (2064.0, 1816.0), (2048.0, 1800.0), (2032.0, 1784.0), (2016.0, 1768.0), (2000.0, 1752.0), (1984.0, 1736.0), (1968.0, 1720.0), (1952.0, 1704.0), (1936.0, 1688.0), (1920.0, 1672.0), (1904.0, 1656.0), (1888.0, 1640.0), (1872.0, 1624.0), (1856.0, 1608.0), (1840.0, 1592.0), (1824.0, 1576.0), (1808.0, 1560.0), (1792.0, 1544.0), (1776.0, 1528.0), (1760.0, 1512.0), (1744.0, 1496.0), (1728.0, 1480.0), (1728, 1472)]"
"(2920.0, 1662.0)","[(2920, 1662), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2872.0, 1782.0)","[(2872, 1782), (2872.0, 2384.0), (2888.0, 2400.0), (2904.0, 2416.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2861.0, 1754.0)","[(2861, 1754), (2856.0, 2080.0), (2872.0, 2384.0), (2888.0, 2400.0), (2904.0, 2416.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2893.0, 1748.0)","[(2893, 1748), (2888.0, 2400.0), (2904.0, 2416.0), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2927.0, 1782.0)","[(2927, 1782), (2920.0, 2432.0), (2936.0, 2448.0), (2952.0, 2464.0), (2968.0, 2480.0), (2984.0, 2496.0), (3000.0, 2512.0), (3016.0, 2528.0), (3032.0, 2544.0), (3048.0, 2560.0), (3064.0, 2576.0), (3080.0, 2592.0), (3096.0, 2608.0), (3112.0, 2624.0), (3128.0, 2640.0), (3144.0, 2656.0), (3160.0, 2672.0), (3176.0, 2688.0), (3192.0, 2704.0), (3208.0, 2720.0), (3224.0, 2736.0), (3240.0, 2752.0), (3256.0, 2768.0), (3272.0, 2784.0), (3288.0, 2800.0), (3304.0, 2816.0), (3320.0, 2832.0), (3336.0, 2848.0), (3352.0, 2864.0), (3368.0, 2880.0), (3384.0, 2896.0), (3392, 2912)]"
"(2517.0, 1554.0)","[(2517, 1554), (2416.0, 1544.0), (2400.0, 1528.0), (2384.0, 1512.0), (2376.0, 1488.0), (2360.0, 1472.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(2481.0, 1592.0)","[(2481, 1592), (2448.0, 1576.0), (2440.0, 1552.0), (2416.0, 1544.0), (2400.0, 1528.0), (2384.0, 1512.0), (2376.0, 1488.0), (2360.0, 1472.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(2546.0, 1533.0)","[(2546, 1533), (2384.0, 1512.0), (2376.0, 1488.0), (2360.0, 1472.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(2299.0, 1437.0)","[(2299, 1437), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(2503.0, 1506.0)","[(2503, 1506), (2384.0, 1496.0), (2368.0, 1480.0), (2336.0, 1464.0), (2304.0, 1448.0), (2256.0, 1432.0), (2240.0, 1416.0), (2176.0, 1400.0), (1792.0, 1400.0), (1776.0, 1416.0), (1760.0, 1432.0), (1744.0, 1448.0), (1728.0, 1464.0), (1728, 1472)]"
"(172.0, 54.0)","[(172, 54), (192.0, 56.0), (256.0, 72.0), (320.0, 88.0), (368.0, 104.0), (384.0, 120.0), (400.0, 136.0), (416.0, 152.0), (432.0, 168.0), (464.0, 184.0), (472.0, 208.0), (496.0, 216.0), (512.0, 232.0), (528.0, 248.0), (560.0, 264.0), (576.0, 280.0), (592.0, 296.0), (608.0, 312.0), (624.0, 328.0), (640.0, 344.0), (648.0, 368.0), (664.0, 400.0), (680.0, 416.0), (696.0, 432.0), (712.0, 448.0), (728.0, 464.0), (744.0, 480.0), (760.0, 496.0), (776.0, 512.0), (792.0, 528.0), (808.0, 544.0), (824.0, 560.0), (840.0, 576.0), (856.0, 592.0), (872.0, 608.0), (888.0, 624.0), (904.0, 640.0), (920.0, 656.0), (936.0, 672.0), (952.0, 688.0), (968.0, 704.0), (984.0, 720.0), (1000.0, 736.0), (1016.0, 752.0), (1032.0, 768.0), (1048.0, 784.0), (1064.0, 800.0), (1080.0, 816.0), (1096.0, 832.0), (1112.0, 848.0), (1128.0, 864.0), (1144.0, 880.0), (1160.0, 896.0), (1176.0, 912.0), (1192.0, 928.0), (1208.0, 944.0), (1224.0, 960.0), (1240.0, 976.0), (1256.0, 992.0), (1272.0, 1008.0), (1288.0, 1024.0), (1304.0, 1040.0), (1320.0, 1056.0), (1336.0, 1072.0), (1352.0, 1088.0), (1368.0, 1104.0), (1384.0, 1120.0), (1400.0, 1136.0), (1416.0, 1152.0), (1432.0, 1168.0), (1448.0, 1184.0), (1464.0, 1200.0), (1480.0, 1216.0), (1496.0, 1232.0), (1512.0, 1248.0), (1528.0, 1264.0), (1544.0, 1280.0), (1560.0, 1296.0), (1576.0, 1312.0), (1592.0, 1328.0), (1608.0, 1344.0), (1624.0, 1360.0), (1640.0, 1376.0), (1656.0, 1392.0), (1672.0, 1408.0), (1688.0, 1424.0), (1704.0, 1440.0), (1720.0, 1456.0), (1728, 1472)]"
