og_coord,Path
"(3811.0, 1863.0)","[(3811, 1863), (4000.0, 1848.0), (4032.0, 1832.0), (4048.0, 1816.0), (4064.0, 1800.0), (4080.0, 1784.0), (4096.0, 1768.0), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(4156.0, 1601.0)","[(4156, 1601), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3989.0, 1789.0)","[(3989, 1789), (4096.0, 1768.0), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(4048.0, 1496.0)","[(4048, 1496), (4384, 1488)]"
"(3374.0, 1355.0)","[(3374, 1355), (3352.0, 2448.0), (3336.0, 2464.0), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3984.0, 1451.0)","[(3984, 1451), (4064.0, 1448.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(3944.0, 1493.0)","[(3944, 1493), (4384, 1488)]"
"(4023.0, 1432.0)","[(4023, 1432), (4064.0, 1432.0), (4072.0, 1456.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(3763.0, 1915.0)","[(3763, 1915), (3920.0, 1896.0), (3936.0, 1880.0), (3968.0, 1864.0), (4000.0, 1848.0), (4032.0, 1832.0), (4048.0, 1816.0), (4064.0, 1800.0), (4080.0, 1784.0), (4096.0, 1768.0), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(4130.0, 1610.0)","[(4130, 1610), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(4052.0, 1434.0)","[(4052, 1434), (4064.0, 1432.0), (4072.0, 1456.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(4024.0, 1420.0)","[(4024, 1420), (4048.0, 1416.0), (4064.0, 1432.0), (4072.0, 1456.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(3974.0, 1776.0)","[(3974, 1776), (4096.0, 1768.0), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3780.0, 1884.0)","[(3780, 1884), (3968.0, 1864.0), (4000.0, 1848.0), (4032.0, 1832.0), (4048.0, 1816.0), (4064.0, 1800.0), (4080.0, 1784.0), (4096.0, 1768.0), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3979.0, 1419.0)","[(3979, 1419), (4048.0, 1416.0), (4064.0, 1432.0), (4072.0, 1456.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(3356.0, 1346.0)","[(3356, 1346), (3336.0, 2464.0), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(3797.0, 1906.0)","[(3797, 1906), (3920.0, 1896.0), (3936.0, 1880.0), (3968.0, 1864.0), (4000.0, 1848.0), (4032.0, 1832.0), (4048.0, 1816.0), (4064.0, 1800.0), (4080.0, 1784.0), (4096.0, 1768.0), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(3976.0, 1492.0)","[(3976, 1492), (4384, 1488)]"
"(4006.0, 1392.0)","[(4006, 1392), (4048.0, 1400.0), (4056.0, 1424.0), (4072.0, 1456.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(3959.0, 1474.0)","[(3959, 1474), (4128.0, 1480.0), (4384, 1488)]"
"(3914.0, 1440.0)","[(3914, 1440), (4064.0, 1448.0), (4096.0, 1464.0), (4128.0, 1480.0), (4384, 1488)]"
"(3998.0, 1764.0)","[(3998, 1764), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(4030.0, 1776.0)","[(4030, 1776), (4096.0, 1768.0), (4112.0, 1752.0), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(4316.0, 1663.0)","[(4316, 1663), (4312.0, 1552.0), (4328.0, 1536.0), (4344.0, 1520.0), (4360.0, 1504.0), (4376.0, 1488.0), (4384, 1488)]"
"(3372.0, 1329.0)","[(3372, 1329), (3352.0, 2448.0), (3336.0, 2464.0), (3320.0, 2480.0), (3304.0, 2496.0), (3288.0, 2512.0), (3272.0, 2528.0), (3256.0, 2544.0), (3240.0, 2560.0), (3232, 2576)]"
"(4046.0, 1757.0)","[(4046, 1757), (4128.0, 1736.0), (4144.0, 1720.0), (4160.0, 1704.0), (4176.0, 1688.0), (4192.0, 1672.0), (4208.0, 1656.0), (4224.0, 1640.0), (4240.0, 1624.0), (4256.0, 1608.0), (4272.0, 1592.0), (4288.0, 1576.0), (4304.0, 1560.0), (4320.0, 1544.0), (4336.0, 1528.0), (4352.0, 1512.0), (4368.0, 1496.0), (4384, 1488)]"
"(5230.0, 1109.0)","[(5230, 1109), (5056.0, 1112.0), (4944.0, 1128.0), (4928.0, 1144.0), (4912.0, 1160.0), (4896.0, 1176.0), (4880.0, 1192.0), (4864.0, 1208.0), (4848.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(5169.0, 1130.0)","[(5169, 1130), (4944.0, 1128.0), (4928.0, 1144.0), (4912.0, 1160.0), (4896.0, 1176.0), (4880.0, 1192.0), (4864.0, 1208.0), (4848.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(5244.0, 1092.0)","[(5244, 1092), (5056.0, 1096.0), (5048.0, 1120.0), (4944.0, 1128.0), (4928.0, 1144.0), (4912.0, 1160.0), (4896.0, 1176.0), (4880.0, 1192.0), (4864.0, 1208.0), (4848.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(5149.0, 1132.0)","[(5149, 1132), (4944.0, 1128.0), (4928.0, 1144.0), (4912.0, 1160.0), (4896.0, 1176.0), (4880.0, 1192.0), (4864.0, 1208.0), (4848.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(5198.0, 1098.0)","[(5198, 1098), (5056.0, 1096.0), (5048.0, 1120.0), (4944.0, 1128.0), (4928.0, 1144.0), (4912.0, 1160.0), (4896.0, 1176.0), (4880.0, 1192.0), (4864.0, 1208.0), (4848.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(5428.0, 1252.0)","[(5428, 1252), (5416.0, 1120.0), (5400.0, 1104.0), (5056.0, 1112.0), (4944.0, 1128.0), (4928.0, 1144.0), (4912.0, 1160.0), (4896.0, 1176.0), (4880.0, 1192.0), (4864.0, 1208.0), (4848.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(6159.0, 990.0)","[(6159, 990), (5984.0, 968.0), (5968.0, 952.0), (5952.0, 936.0), (5936.0, 920.0), (5920.0, 904.0), (5904.0, 888.0), (5888.0, 872.0), (5872.0, 856.0), (5856.0, 840.0), (5840.0, 824.0), (5824.0, 808.0), (5808.0, 792.0), (5792.0, 776.0), (5776.0, 760.0), (5760.0, 744.0), (5744.0, 728.0), (5744, 720)]"
"(6106.0, 920.0)","[(6106, 920), (5920.0, 904.0), (5904.0, 888.0), (5888.0, 872.0), (5872.0, 856.0), (5856.0, 840.0), (5840.0, 824.0), (5824.0, 808.0), (5808.0, 792.0), (5792.0, 776.0), (5776.0, 760.0), (5760.0, 744.0), (5744.0, 728.0), (5744, 720)]"
"(6161.0, 933.0)","[(6161, 933), (5936.0, 920.0), (5920.0, 904.0), (5904.0, 888.0), (5888.0, 872.0), (5872.0, 856.0), (5856.0, 840.0), (5840.0, 824.0), (5824.0, 808.0), (5808.0, 792.0), (5792.0, 776.0), (5776.0, 760.0), (5760.0, 744.0), (5744.0, 728.0), (5744, 720)]"
"(6191.0, 907.0)","[(6191, 907), (5904.0, 888.0), (5888.0, 872.0), (5872.0, 856.0), (5856.0, 840.0), (5840.0, 824.0), (5824.0, 808.0), (5808.0, 792.0), (5792.0, 776.0), (5776.0, 760.0), (5760.0, 744.0), (5744.0, 728.0), (5744, 720)]"
"(4678.0, 999.0)","[(4678, 999), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4680.0, 1048.0)","[(4680, 1048), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4664.0, 1070.0)","[(4664, 1070), (4664.0, 1072.0), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4703.0, 946.0)","[(4703, 946), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4676.0, 968.0)","[(4676, 968), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4685.0, 951.0)","[(4685, 951), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4676.0, 934.0)","[(4676, 934), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4641.0, 1078.0)","[(4641, 1078), (4672.0, 1080.0), (4688.0, 1096.0), (4704.0, 1112.0), (4720.0, 1128.0), (4736.0, 1144.0), (4752.0, 1160.0), (4768.0, 1176.0), (4784.0, 1192.0), (4800.0, 1208.0), (4816.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(4628.0, 1073.0)","[(4628, 1073), (4672.0, 1080.0), (4688.0, 1096.0), (4704.0, 1112.0), (4720.0, 1128.0), (4736.0, 1144.0), (4752.0, 1160.0), (4768.0, 1176.0), (4784.0, 1192.0), (4800.0, 1208.0), (4816.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(4662.0, 962.0)","[(4662, 962), (4664.0, 1072.0), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4669.0, 1032.0)","[(4669, 1032), (4664.0, 1072.0), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4638.0, 1046.0)","[(4638, 1046), (4640.0, 1048.0), (4656.0, 1064.0), (4672.0, 1080.0), (4688.0, 1096.0), (4704.0, 1112.0), (4720.0, 1128.0), (4736.0, 1144.0), (4752.0, 1160.0), (4768.0, 1176.0), (4784.0, 1192.0), (4800.0, 1208.0), (4816.0, 1224.0), (4832.0, 1240.0), (4832, 1248)]"
"(4684.0, 959.0)","[(4684, 959), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4465.0, 289.0)","[(4465, 289), (4544.0, 296.0), (4576.0, 312.0), (4592.0, 328.0), (4640.0, 344.0), (4672.0, 360.0), (4704.0, 376.0), (4720.0, 392.0), (5264.0, 408.0), (5360.0, 424.0), (5392.0, 440.0), (5424.0, 456.0), (5456.0, 472.0), (5488.0, 488.0), (5536.0, 504.0), (5552.0, 520.0), (5568.0, 536.0), (5584.0, 552.0), (5600.0, 568.0), (5616.0, 584.0), (5632.0, 600.0), (5648.0, 616.0), (5664.0, 632.0), (5680.0, 648.0), (5696.0, 664.0), (5712.0, 680.0), (5728.0, 696.0), (5744.0, 712.0), (5744, 720)]"
"(4695.0, 1006.0)","[(4695, 1006), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4685.0, 921.0)","[(4685, 921), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4728.0, 965.0)","[(4728, 965), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4639.0, 988.0)","[(4639, 988), (4632.0, 1040.0), (4648.0, 1056.0), (4664.0, 1072.0), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4671.0, 945.0)","[(4671, 945), (4664.0, 1072.0), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4696.0, 1022.0)","[(4696, 1022), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4663.0, 1017.0)","[(4663, 1017), (4664.0, 1072.0), (4680.0, 1088.0), (4696.0, 1104.0), (4712.0, 1120.0), (4728.0, 1136.0), (4744.0, 1152.0), (4760.0, 1168.0), (4776.0, 1184.0), (4792.0, 1200.0), (4808.0, 1216.0), (4824.0, 1232.0), (4832, 1248)]"
"(4866.0, 810.0)","[(4866, 810), (4856.0, 1216.0), (4840.0, 1232.0), (4832, 1248)]"
