og_coord,closest_coord,dist,avg_dist
"(4093.0, 1701.0)","(4193.0, 1696.0)",100.125,0.0
"(4154.0, 1789.0)","(4193.0, 1696.0)",100.846,0.0
"(1325.0, 4657.0)","(1235.0, 4608.0)",102.474,0.0
"(2861.0, 2999.0)","(2762.0, 3033.0)",104.676,0.0
"(2592.0, 3000.0)","(2673.0, 2933.0)",105.119,0.0
"(925.0, 4980.0)","(825.0, 5013.0)",105.304,0.0
"(1722.0, 4123.0)","(1771.0, 4029.0)",106.005,0.0
"(1771.0, 4029.0)","(1722.0, 4123.0)",106.005,0.0
"(2533.0, 2574.0)","(2490.0, 2476.0)",107.019,0.0
"(3133.0, 1696.0)","(3085.0, 1598.0)",109.124,0.0
"(1201.0, 5619.0)","(1212.0, 5510.0)",109.554,0.0
"(1837.0, 3605.0)","(1780.0, 3699.0)",109.932,0.0
"(3957.0, 1635.0)","(3966.0, 1745.0)",110.368,0.0
"(2643.0, 2583.0)","(2533.0, 2574.0)",110.368,0.0
"(2901.0, 1716.0)","(3001.0, 1669.0)",110.494,0.0
"(1684.0, 2885.0)","(1655.0, 2992.0)",110.86,0.0
"(2385.0, 2906.0)","(2414.0, 3013.0)",110.86,0.0
"(2313.0, 3060.0)","(2414.0, 3013.0)",111.4,0.0
"(1034.0, 4813.0)","(922.0, 4802.0)",112.539,0.0
"(1452.0, 3585.0)","(1546.0, 3647.0)",112.606,0.0
"(5575.0, 1175.0)","(5656.0, 1095.0)",113.846,0.0
"(3190.0, 2391.0)","(3266.0, 2477.0)",114.769,0.0
"(3299.0, 1279.0)","(3208.0, 1355.0)",118.562,0.0
"(5505.0, 779.0)","(5620.0, 748.0)",119.105,0.0
"(802.0, 4891.0)","(825.0, 5013.0)",124.149,0.0
"(2982.0, 3032.0)","(2861.0, 2999.0)",125.419,0.0
"(3965.0, 1253.0)","(3995.0, 1375.0)",125.634,0.0
"(3531.0, 2338.0)","(3566.0, 2217.0)",125.96,0.0
"(1423.0, 3956.0)","(1472.0, 4074.0)",127.769,0.0
"(5307.0, 788.0)","(5249.0, 674.0)",127.906,0.0
"(5249.0, 674.0)","(5307.0, 788.0)",127.906,0.0
"(4684.0, 954.0)","(4613.0, 847.0)",128.413,0.0
"(2883.0, 2077.0)","(2897.0, 1947.0)",130.752,0.0
"(1997.0, 2933.0)","(1897.0, 3018.0)",131.244,0.0
"(6120.0, 971.0)","(6007.0, 902.0)",132.401,0.0
"(2256.0, 2936.0)","(2385.0, 2906.0)",132.442,0.0
"(4310.0, 1607.0)","(4261.0, 1736.0)",137.993,0.0
"(1529.0, 4857.0)","(1537.0, 4719.0)",138.232,0.0
"(2189.0, 3370.0)","(2330.0, 3355.0)",141.796,0.0
"(3594.0, 1393.0)","(3454.0, 1419.0)",142.394,0.0
"(2886.0, 3180.0)","(2776.0, 3086.0)",144.693,0.0
"(604.0, 5688.0)","(674.0, 5819.0)",148.529,0.0
"(1640.0, 4250.0)","(1722.0, 4123.0)",151.172,0.0
"(1323.0, 5244.0)","(1185.0, 5176.0)",153.844,0.0
"(1344.0, 4408.0)","(1305.0, 4253.0)",159.831,0.0
"(4640.0, 666.0)","(4615.0, 825.0)",160.953,0.0
"(395.0, 6377.0)","(500.0, 6503.0)",164.015,0.0
"(1571.0, 5099.0)","(1428.0, 5017.0)",164.842,0.0
"(4083.0, 1516.0)","(3995.0, 1375.0)",166.208,0.0
"(1943.0, 3924.0)","(1887.0, 3765.0)",168.573,0.0
"(4513.0, 1462.0)","(4534.0, 1294.0)",169.307,0.0
"(3112.0, 1214.0)","(3208.0, 1355.0)",170.578,0.0
"(5407.0, 1109.0)","(5575.0, 1175.0)",180.499,0.0
"(5600.0, 1441.0)","(5491.0, 1294.0)",183.003,0.0
"(1481.0, 3232.0)","(1632.0, 3347.0)",189.805,0.0
"(2468.0, 1847.0)","(2646.0, 1936.0)",199.01,0.0
"(4689.0, 447.0)","(4893.0, 490.0)",208.483,0.0
"(4438.0, 270.0)","(4689.0, 447.0)",307.132,0.0
